fullnames	fns	genome_id	assembly_id	gids	desc	taxon	genus	species	strain
GCA_014490665.1_ASM1449066v1_protein|QNQ08778.1 protein TolQ [Sphingomonas alpina]	GCA_014490665.1_ASM1449066v1_protein	GCA_014490665.1	ASM1449066v1	QNQ08778.1	GCA_014490665.1_ASM1449066v1_protein|QNQ08778.1 protein TolQ	Sphingomonas alpina	Sphingomonas	alpina	
GCA_000021865.1_ASM2186v1_protein|ADE86923.1 TolQ protein [Rhodobacter capsulatus SB 1003]	GCA_000021865.1_ASM2186v1_protein	GCA_000021865.1	ASM2186v1	ADE86923.1	GCA_000021865.1_ASM2186v1_protein|ADE86923.1 TolQ protein	Rhodobacter capsulatus SB 1003	Rhodobacter	capsulatus	SB 1003
GCA_000016845.1_ASM1684v1_protein|ABQ61581.1 protein TolQ [Brucella ovis ATCC 25840]	GCA_000016845.1_ASM1684v1_protein	GCA_000016845.1	ASM1684v1	ABQ61581.1	GCA_000016845.1_ASM1684v1_protein|ABQ61581.1 protein TolQ	Brucella ovis ATCC 25840	Brucella	ovis	ATCC 25840
GCA_000757795.1_ASM75779v1_protein|AIQ88683.1 TolQ protein [Methylobacterium oryzae CBMB20]	GCA_000757795.1_ASM75779v1_protein	GCA_000757795.1	ASM75779v1	AIQ88683.1	GCA_000757795.1_ASM75779v1_protein|AIQ88683.1 TolQ protein	Methylobacterium oryzae CBMB20	Methylobacterium	oryzae	CBMB20
GCA_000012725.1_ASM1272v1_protein|ABA05973.1 Cell division and transport-associated protein TolQ [Nitrobacter winogradskyi Nb-255]	GCA_000012725.1_ASM1272v1_protein	GCA_000012725.1	ASM1272v1	ABA05973.1	GCA_000012725.1_ASM1272v1_protein|ABA05973.1 Cell division and transport-associated protein TolQ	Nitrobacter winogradskyi Nb-255	Nitrobacter	winogradskyi	Nb-255
GCA_000225955.1_ASM22595v1_protein|AEO47594.1 MotA/TolQ/ExbB proton channel [Rhodospirillum rubrum F11]	GCA_000225955.1_ASM22595v1_protein	GCA_000225955.1	ASM22595v1	AEO47594.1	GCA_000225955.1_ASM22595v1_protein|AEO47594.1 MotA/TolQ/ExbB proton channel	Rhodospirillum rubrum F11	Rhodospirillum	rubrum	F11
GCA_000513295.1_MGMSRv2_protein|CDK97994.1 TolQ protein [Magnetospirillum gryphiswaldense MSR-1 v2]	GCA_000513295.1_MGMSRv2_protein	GCA_000513295.1	MGMSRv2	CDK97994.1	GCA_000513295.1_MGMSRv2_protein|CDK97994.1 TolQ protein	Magnetospirillum gryphiswaldense MSR-1 v2	Magnetospirillum	gryphiswaldense	MSR-1 v2
GCA_000742835.1_ASM74283v1_protein|AIK95558.1 biopolymer transporter ExbB [Candidatus Paracaedibacter acanthamoebae]	GCA_000742835.1_ASM74283v1_protein	GCA_000742835.1	ASM74283v1	AIK95558.1	GCA_000742835.1_ASM74283v1_protein|AIK95558.1 biopolymer transporter ExbB	Candidatus Paracaedibacter acanthamoebae	Candidatus	Paracaedibacter	acanthamoebae
GCA_002795825.1_ASM279582v1_protein|ATX81939.1 Cell division and transport-associated protein TolQ [Mariprofundus ferrinatatus]	GCA_002795825.1_ASM279582v1_protein	GCA_002795825.1	ASM279582v1	ATX81939.1	GCA_002795825.1_ASM279582v1_protein|ATX81939.1 Cell division and transport-associated protein TolQ	Mariprofundus ferrinatatus	Mariprofundus	ferrinatatus	
GCA_002795805.1_ASM279580v1_protein|ATX79746.1 Cell division and transport-associated protein TolQ [Mariprofundus aestuarium]	GCA_002795805.1_ASM279580v1_protein	GCA_002795805.1	ASM279580v1	ATX79746.1	GCA_002795805.1_ASM279580v1_protein|ATX79746.1 Cell division and transport-associated protein TolQ	Mariprofundus aestuarium	Mariprofundus	aestuarium	
GCA_000191145.1_ASM19114v1_protein|ADY82611.1 tolerance to group A colicins, single-stranded DNA filamentous phage, required for OM integrity [Acinetobacter pittii PHEA-2]	GCA_000191145.1_ASM19114v1_protein	GCA_000191145.1	ASM19114v1	ADY82611.1	GCA_000191145.1_ASM19114v1_protein|ADY82611.1 tolerance to group A colicins, single-stranded DNA filamentous phage, required for OM integrity	Acinetobacter pittii PHEA-2	Acinetobacter	pittii	PHEA-2
GCA_013347225.1_ASM1334722v1_protein|QKS27990.1 MAG: protein TolQ [Candidatus Accumulibacter similis]	GCA_013347225.1_ASM1334722v1_protein	GCA_013347225.1	ASM1334722v1	QKS27990.1	GCA_013347225.1_ASM1334722v1_protein|QKS27990.1 MAG: protein TolQ	Candidatus Accumulibacter similis	Candidatus	Accumulibacter	similis
GCA_002762215.1_ASM276221v1_protein|ATU66653.1 protein TolQ [Rhizobacter gummiphilus]	GCA_002762215.1_ASM276221v1_protein	GCA_002762215.1	ASM276221v1	ATU66653.1	GCA_002762215.1_ASM276221v1_protein|ATU66653.1 protein TolQ	Rhizobacter gummiphilus	Rhizobacter	gummiphilus	
GCA_020162115.1_ASM2016211v1_protein|UBQ04634.1 protein TolQ [Tepidimonas taiwanensis]	GCA_020162115.1_ASM2016211v1_protein	GCA_020162115.1	ASM2016211v1	UBQ04634.1	GCA_020162115.1_ASM2016211v1_protein|UBQ04634.1 protein TolQ	Tepidimonas taiwanensis	Tepidimonas	taiwanensis	
GCA_001955715.1_ASM195571v1_protein|APW43236.1 protein TolQ [Rhodoferax saidenbachensis]	GCA_001955715.1_ASM195571v1_protein	GCA_001955715.1	ASM195571v1	APW43236.1	GCA_001955715.1_ASM195571v1_protein|APW43236.1 protein TolQ	Rhodoferax saidenbachensis	Rhodoferax	saidenbachensis	
GCA_000006765.1_ASM676v1_protein|AAG04358.1 TolQ protein [Pseudomonas aeruginosa PAO1]	GCA_000006765.1_ASM676v1_protein	GCA_000006765.1	ASM676v1	AAG04358.1	GCA_000006765.1_ASM676v1_protein|AAG04358.1 TolQ protein	Pseudomonas aeruginosa PAO1	Pseudomonas	aeruginosa	PAO1
GCA_000834295.1_ASM83429v1_protein|AJJ55217.1 protein TolQ [Yersinia pseudotuberculosis IP 32953]	GCA_000834295.1_ASM83429v1_protein	GCA_000834295.1	ASM83429v1	AJJ55217.1	GCA_000834295.1_ASM83429v1_protein|AJJ55217.1 protein TolQ	Yersinia pseudotuberculosis IP 32953	Yersinia	pseudotuberculosis	IP 32953
GCA_000834775.1_ASM83477v1_protein|AJJ31712.1 protein TolQ [Yersinia pestis]	GCA_000834775.1_ASM83477v1_protein	GCA_000834775.1	ASM83477v1	AJJ31712.1	GCA_000834775.1_ASM83477v1_protein|AJJ31712.1 protein TolQ	Yersinia pestis	Yersinia	pestis	
GCA_019048125.1_ASM1904812v1_protein|QXB11428.1 Tol-Pal system protein TolQ [Klebsiella aerogenes]	GCA_019048125.1_ASM1904812v1_protein	GCA_019048125.1	ASM1904812v1	QXB11428.1	GCA_019048125.1_ASM1904812v1_protein|QXB11428.1 Tol-Pal system protein TolQ	Klebsiella aerogenes	Klebsiella	aerogenes	
GCA_013374815.1_ASM1337481v1_protein|QKY92913.1 Tol-Pal system protein TolQ [Shigella sonnei]	GCA_013374815.1_ASM1337481v1_protein	GCA_013374815.1	ASM1337481v1	QKY92913.1	GCA_013374815.1_ASM1337481v1_protein|QKY92913.1 Tol-Pal system protein TolQ	Shigella sonnei	Shigella	sonnei	
GCA_000005845.2_ASM584v2_protein|AAC73831.1 Tol-Pal system protein TolQ [Escherichia coli str. K-12 substr. MG1655]	GCA_000005845.2_ASM584v2_protein	GCA_000005845.2	ASM584v2	AAC73831.1	GCA_000005845.2_ASM584v2_protein|AAC73831.1 Tol-Pal system protein TolQ	Escherichia coli str. K-12 substr. MG1655	Escherichia	coli	str. K-12 substr. MG1655
GCA_008369605.1_ASM836960v1_protein|QEO41016.1 protein TolQ [Vibrio cholerae]	GCA_008369605.1_ASM836960v1_protein	GCA_008369605.1	ASM836960v1	QEO41016.1	GCA_008369605.1_ASM836960v1_protein|QEO41016.1 protein TolQ	Vibrio cholerae	Vibrio	cholerae	
GCA_000196095.1_ASM19609v1_protein|BAC59320.1 TolQ protein [Vibrio parahaemolyticus RIMD 2210633]	GCA_000196095.1_ASM19609v1_protein	GCA_000196095.1	ASM19609v1	BAC59320.1	GCA_000196095.1_ASM19609v1_protein|BAC59320.1 TolQ protein	Vibrio parahaemolyticus RIMD 2210633	Vibrio	parahaemolyticus	RIMD 2210633
GCA_000020505.1_ASM2050v1_protein|ACF11057.1 protein TolQ [Chlorobaculum parvum NCIB 8327]	GCA_000020505.1_ASM2050v1_protein	GCA_000020505.1	ASM2050v1	ACF11057.1	GCA_000020505.1_ASM2050v1_protein|ACF11057.1 protein TolQ	Chlorobaculum parvum NCIB 8327	Chlorobaculum	parvum	NCIB 8327
GCA_000020465.1_ASM2046v1_protein|ACD89825.1 protein TolQ [Chlorobium limicola DSM 245]	GCA_000020465.1_ASM2046v1_protein	GCA_000020465.1	ASM2046v1	ACD89825.1	GCA_000020465.1_ASM2046v1_protein|ACD89825.1 protein TolQ	Chlorobium limicola DSM 245	Chlorobium	limicola	DSM 245
GCA_000020645.1_ASM2064v1_protein|ACF44367.1 protein TolQ [Pelodictyon phaeoclathratiforme BU-1]	GCA_000020645.1_ASM2064v1_protein	GCA_000020645.1	ASM2064v1	ACF44367.1	GCA_000020645.1_ASM2064v1_protein|ACF44367.1 protein TolQ	Pelodictyon phaeoclathratiforme BU-1	Pelodictyon	phaeoclathratiforme	BU-1
GCA_000015125.1_ASM1512v1_protein|ABL64907.1 Cell division and transport-associated protein TolQ [Chlorobium phaeobacteroides DSM 266]	GCA_000015125.1_ASM1512v1_protein	GCA_000015125.1	ASM1512v1	ABL64907.1	GCA_000015125.1_ASM1512v1_protein|ABL64907.1 Cell division and transport-associated protein TolQ	Chlorobium phaeobacteroides DSM 266	Chlorobium	phaeobacteroides	DSM 266
GCA_017498545.1_ASM1749854v1_protein|QTD52661.1 MotA/TolQ/ExbB proton channel family protein [Sulfidibacter corallicola]	GCA_017498545.1_ASM1749854v1_protein	GCA_017498545.1	ASM1749854v1	QTD52661.1	GCA_017498545.1_ASM1749854v1_protein|QTD52661.1 MotA/TolQ/ExbB proton channel family protein	Sulfidibacter corallicola	Sulfidibacter	corallicola	
GCA_000691605.1_ASM69160v1_protein|AHZ85825.1 adventurous gliding motility protein X [Bdellovibrio bacteriovorus]	GCA_000691605.1_ASM69160v1_protein	GCA_000691605.1	ASM69160v1	AHZ85825.1	GCA_000691605.1_ASM69160v1_protein|AHZ85825.1 adventurous gliding motility protein X	Bdellovibrio bacteriovorus	Bdellovibrio	bacteriovorus	
GCA_002009335.2_ASM200933v2_protein|AQV01680.1 protein TolQ [Desulfococcus multivorans]	GCA_002009335.2_ASM200933v2_protein	GCA_002009335.2	ASM200933v2	AQV01680.1	GCA_002009335.2_ASM200933v2_protein|AQV01680.1 protein TolQ	Desulfococcus multivorans	Desulfococcus	multivorans	
GCA_003258315.1_ASM325831v1_protein|AWV88602.1 flagellar motor protein MotA [Bradymonas sediminis]	GCA_003258315.1_ASM325831v1_protein	GCA_003258315.1	ASM325831v1	AWV88602.1	GCA_003258315.1_ASM325831v1_protein|AWV88602.1 flagellar motor protein MotA	Bradymonas sediminis	Bradymonas	sediminis	
GCA_000007985.2_ASM798v2_protein|AAR33363.1 biopolymer transport membrane proton channel, TolQ-related protein [Geobacter sulfurreducens PCA]	GCA_000007985.2_ASM798v2_protein	GCA_000007985.2	ASM798v2	AAR33363.1	GCA_000007985.2_ASM798v2_protein|AAR33363.1 biopolymer transport membrane proton channel, TolQ-related protein	Geobacter sulfurreducens PCA	Geobacter	sulfurreducens	PCA
GCA_000022145.1_ASM2214v1_protein|ACL64052.1 protein TolQ [Anaeromyxobacter dehalogenans 2CP-1]	GCA_000022145.1_ASM2214v1_protein	GCA_000022145.1	ASM2214v1	ACL64052.1	GCA_000022145.1_ASM2214v1_protein|ACL64052.1 protein TolQ	Anaeromyxobacter dehalogenans 2CP-1	Anaeromyxobacter	dehalogenans	2CP-1
GCA_000255295.1_ASM25529v1_protein|AFE07999.1 MotA/TolQ/ExbB proton channel family protein [Corallococcus coralloides DSM 2259]	GCA_000255295.1_ASM25529v1_protein	GCA_000255295.1	ASM25529v1	AFE07999.1	GCA_000255295.1_ASM25529v1_protein|AFE07999.1 MotA/TolQ/ExbB proton channel family protein	Corallococcus coralloides DSM 2259	Corallococcus	coralloides	DSM 2259
GCA_000012685.1_ASM1268v1_protein|ABF91581.1 transporter, MotA/TolQ/ExbB proton channel family [Myxococcus xanthus DK 1622]	GCA_000012685.1_ASM1268v1_protein	GCA_000012685.1	ASM1268v1	ABF91581.1	GCA_000012685.1_ASM1268v1_protein|ABF91581.1 transporter, MotA/TolQ/ExbB proton channel family	Myxococcus xanthus DK 1622	Myxococcus	xanthus	DK 1622
GCA_000165485.1_ASM16548v1_protein|ADO74176.1 Adventurous gliding motility protein X [Stigmatella aurantiaca DW4/3-1]	GCA_000165485.1_ASM16548v1_protein	GCA_000165485.1	ASM16548v1	ADO74176.1	GCA_000165485.1_ASM16548v1_protein|ADO74176.1 Adventurous gliding motility protein X	Stigmatella aurantiaca DW4/3-1	Stigmatella	aurantiaca	DW4/3-1
GCA_015277775.1_ASM1527777v1_protein|QOY87643.1 MotA/TolQ/ExbB proton channel family protein [Paludibaculum fermentans]	GCA_015277775.1_ASM1527777v1_protein	GCA_015277775.1	ASM1527777v1	QOY87643.1	GCA_015277775.1_ASM1527777v1_protein|QOY87643.1 MotA/TolQ/ExbB proton channel family protein	Paludibaculum fermentans	Paludibaculum	fermentans	
GCA_000265425.1_ASM26542v1_protein|AFL88606.1 biopolymer transport protein [Terriglobus roseus DSM 18391]	GCA_000265425.1_ASM26542v1_protein	GCA_000265425.1	ASM26542v1	AFL88606.1	GCA_000265425.1_ASM26542v1_protein|AFL88606.1 biopolymer transport protein	Terriglobus roseus DSM 18391	Terriglobus	roseus	DSM 18391
GCA_000265425.1_ASM26542v1_protein|AFL88265.1 biopolymer transport protein [Terriglobus roseus DSM 18391]	GCA_000265425.1_ASM26542v1_protein	GCA_000265425.1	ASM26542v1	AFL88265.1	GCA_000265425.1_ASM26542v1_protein|AFL88265.1 biopolymer transport protein	Terriglobus roseus DSM 18391	Terriglobus	roseus	DSM 18391
GCA_000022565.1_ASM2256v1_protein|ACO32834.1 transporter, MotA/TolQ/ExbB proton channel family [Acidobacterium capsulatum ATCC 51196]	GCA_000022565.1_ASM2256v1_protein	GCA_000022565.1	ASM2256v1	ACO32834.1	GCA_000022565.1_ASM2256v1_protein|ACO32834.1 transporter, MotA/TolQ/ExbB proton channel family	Acidobacterium capsulatum ATCC 51196	Acidobacterium	capsulatum	ATCC 51196
GCA_000013405.1_ASM1340v1_protein|ABC76751.1 tolQ protein [Syntrophus aciditrophicus SB]	GCA_000013405.1_ASM1340v1_protein	GCA_000013405.1	ASM1340v1	ABC76751.1	GCA_000013405.1_ASM1340v1_protein|ABC76751.1 tolQ protein	Syntrophus aciditrophicus SB	Syntrophus	aciditrophicus	SB
GCA_014701235.1_ASM1470123v1_protein|BCB95125.1 protein TolQ [Dissulfurispira thermophila]	GCA_014701235.1_ASM1470123v1_protein	GCA_014701235.1	ASM1470123v1	BCB95125.1	GCA_014701235.1_ASM1470123v1_protein|BCB95125.1 protein TolQ	Dissulfurispira thermophila	Dissulfurispira	thermophila	
GCA_000020985.1_ASM2098v1_protein|ACI22061.1 TolQ protein [Thermodesulfovibrio yellowstonii DSM 11347]	GCA_000020985.1_ASM2098v1_protein	GCA_000020985.1	ASM2098v1	ACI22061.1	GCA_000020985.1_ASM2098v1_protein|ACI22061.1 TolQ protein	Thermodesulfovibrio yellowstonii DSM 11347	Thermodesulfovibrio	yellowstonii	DSM 11347
GCA_023213235.1_ASM2321323v1_protein|UPT76060.1 MotA/TolQ/ExbB proton channel family protein [Elusimicrobia bacterium]	GCA_023213235.1_ASM2321323v1_protein	GCA_023213235.1	ASM2321323v1	UPT76060.1	GCA_023213235.1_ASM2321323v1_protein|UPT76060.1 MotA/TolQ/ExbB proton channel family protein	Elusimicrobia bacterium	Elusimicrobia	bacterium	
GCA_000284315.1_ASM28431v1_protein|BAM06957.1 putative MotA/TolQ/ExbB proton channel [Leptospirillum ferrooxidans C2-3]	GCA_000284315.1_ASM28431v1_protein	GCA_000284315.1	ASM28431v1	BAM06957.1	GCA_000284315.1_ASM28431v1_protein|BAM06957.1 putative MotA/TolQ/ExbB proton channel	Leptospirillum ferrooxidans C2-3	Leptospirillum	ferrooxidans	C2-3
GCA_001723605.1_ASM172360v1_protein|AOO64467.1 putative biopolymer transport protein ExbB-like [Sulfurospirillum halorespirans DSM 13726]	GCA_001723605.1_ASM172360v1_protein	GCA_001723605.1	ASM172360v1	AOO64467.1	GCA_001723605.1_ASM172360v1_protein|AOO64467.1 putative biopolymer transport protein ExbB-like	Sulfurospirillum halorespirans DSM 13726	Sulfurospirillum	halorespirans	DSM 13726
GCA_000987835.1_ASM98783v1_protein|AKF24510.1 biopolymer transporter [Sulfurovum lithotrophicum]	GCA_000987835.1_ASM98783v1_protein	GCA_000987835.1	ASM98783v1	AKF24510.1	GCA_000987835.1_ASM98783v1_protein|AKF24510.1 biopolymer transporter	Sulfurovum lithotrophicum	Sulfurovum	lithotrophicum	
GCA_000006765.1_ASM676v1_protein|AAG03587.1 transport protein ExbB [Pseudomonas aeruginosa PAO1]	GCA_000006765.1_ASM676v1_protein	GCA_000006765.1	ASM676v1	AAG03587.1	GCA_000006765.1_ASM676v1_protein|AAG03587.1 transport protein ExbB	Pseudomonas aeruginosa PAO1	Pseudomonas	aeruginosa	PAO1
GCA_000191145.1_ASM19114v1_protein|ADY81773.1 putative biopolymer transport protein (ExbB-like) [Acinetobacter pittii PHEA-2]	GCA_000191145.1_ASM19114v1_protein	GCA_000191145.1	ASM19114v1	ADY81773.1	GCA_000191145.1_ASM19114v1_protein|ADY81773.1 putative biopolymer transport protein (ExbB-like)	Acinetobacter pittii PHEA-2	Acinetobacter	pittii	PHEA-2
GCA_000191145.1_ASM19114v1_protein|ADY81763.1 putative biopolymer transport protein (ExbB-like) [Acinetobacter pittii PHEA-2]	GCA_000191145.1_ASM19114v1_protein	GCA_000191145.1	ASM19114v1	ADY81763.1	GCA_000191145.1_ASM19114v1_protein|ADY81763.1 putative biopolymer transport protein (ExbB-like)	Acinetobacter pittii PHEA-2	Acinetobacter	pittii	PHEA-2
GCA_014490665.1_ASM1449066v1_protein|QNQ10683.1 MotA/TolQ/ExbB proton channel family protein [Sphingomonas alpina]	GCA_014490665.1_ASM1449066v1_protein	GCA_014490665.1	ASM1449066v1	QNQ10683.1	GCA_014490665.1_ASM1449066v1_protein|QNQ10683.1 MotA/TolQ/ExbB proton channel family protein	Sphingomonas alpina	Sphingomonas	alpina	
GCA_002762215.1_ASM276221v1_protein|ATU64277.1 MotA/TolQ/ExbB proton channel family protein [Rhizobacter gummiphilus]	GCA_002762215.1_ASM276221v1_protein	GCA_002762215.1	ASM276221v1	ATU64277.1	GCA_002762215.1_ASM276221v1_protein|ATU64277.1 MotA/TolQ/ExbB proton channel family protein	Rhizobacter gummiphilus	Rhizobacter	gummiphilus	
GCA_000191145.1_ASM19114v1_protein|ADY81560.1 putative biopolymer transport protein ExbB [Acinetobacter pittii PHEA-2]	GCA_000191145.1_ASM19114v1_protein	GCA_000191145.1	ASM19114v1	ADY81560.1	GCA_000191145.1_ASM19114v1_protein|ADY81560.1 putative biopolymer transport protein ExbB	Acinetobacter pittii PHEA-2	Acinetobacter	pittii	PHEA-2
GCA_000191145.1_ASM19114v1_protein|ADY83951.1 MotA/TolQ/ExbB proton channel [Acinetobacter pittii PHEA-2]	GCA_000191145.1_ASM19114v1_protein	GCA_000191145.1	ASM19114v1	ADY83951.1	GCA_000191145.1_ASM19114v1_protein|ADY83951.1 MotA/TolQ/ExbB proton channel	Acinetobacter pittii PHEA-2	Acinetobacter	pittii	PHEA-2
GCA_013347225.1_ASM1334722v1_protein|QKS29082.1 MAG: MotA/TolQ/ExbB proton channel family protein [Candidatus Accumulibacter similis]	GCA_013347225.1_ASM1334722v1_protein	GCA_013347225.1	ASM1334722v1	QKS29082.1	GCA_013347225.1_ASM1334722v1_protein|QKS29082.1 MAG: MotA/TolQ/ExbB proton channel family protein	Candidatus Accumulibacter similis	Candidatus	Accumulibacter	similis
GCA_002762215.1_ASM276221v1_protein|ATU63282.1 biopolymer transporter ExbB [Rhizobacter gummiphilus]	GCA_002762215.1_ASM276221v1_protein	GCA_002762215.1	ASM276221v1	ATU63282.1	GCA_002762215.1_ASM276221v1_protein|ATU63282.1 biopolymer transporter ExbB	Rhizobacter gummiphilus	Rhizobacter	gummiphilus	
GCA_900187105.1_50618_F01_protein|SNW07143.1 biopolymer transport protein ExbB [Eikenella corrodens]	GCA_900187105.1_50618_F01_protein	GCA_900187105.1	50618	SNW07143.1	GCA_900187105.1_50618_F01_protein|SNW07143.1 biopolymer transport protein ExbB	Eikenella corrodens	Eikenella	corrodens	
GCA_020162115.1_ASM2016211v1_protein|UBQ06174.1 MotA/TolQ/ExbB proton channel family protein [Tepidimonas taiwanensis]	GCA_020162115.1_ASM2016211v1_protein	GCA_020162115.1	ASM2016211v1	UBQ06174.1	GCA_020162115.1_ASM2016211v1_protein|UBQ06174.1 MotA/TolQ/ExbB proton channel family protein	Tepidimonas taiwanensis	Tepidimonas	taiwanensis	
GCA_001955715.1_ASM195571v1_protein|APW42557.1 biopolymer transporter [Rhodoferax saidenbachensis]	GCA_001955715.1_ASM195571v1_protein	GCA_001955715.1	ASM195571v1	APW42557.1	GCA_001955715.1_ASM195571v1_protein|APW42557.1 biopolymer transporter	Rhodoferax saidenbachensis	Rhodoferax	saidenbachensis	
GCA_002762215.1_ASM276221v1_protein|ATU67891.1 MotA/TolQ/ExbB proton channel family protein [Rhizobacter gummiphilus]	GCA_002762215.1_ASM276221v1_protein	GCA_002762215.1	ASM276221v1	ATU67891.1	GCA_002762215.1_ASM276221v1_protein|ATU67891.1 MotA/TolQ/ExbB proton channel family protein	Rhizobacter gummiphilus	Rhizobacter	gummiphilus	
GCA_001955715.1_ASM195571v1_protein|APW44370.1 flagellar motor protein MotA [Rhodoferax saidenbachensis]	GCA_001955715.1_ASM195571v1_protein	GCA_001955715.1	ASM195571v1	APW44370.1	GCA_001955715.1_ASM195571v1_protein|APW44370.1 flagellar motor protein MotA	Rhodoferax saidenbachensis	Rhodoferax	saidenbachensis	
GCA_004135735.1_ASM413573v1_protein|AUX24210.1 flagellar motor protein MotA [Sorangium cellulosum]	GCA_004135735.1_ASM413573v1_protein	GCA_004135735.1	ASM413573v1	AUX24210.1	GCA_004135735.1_ASM413573v1_protein|AUX24210.1 flagellar motor protein MotA	Sorangium cellulosum	Sorangium	cellulosum	
GCA_000255295.1_ASM25529v1_protein|AFE08686.1 TonB system transport protein ExbB/TolQ [Corallococcus coralloides DSM 2259]	GCA_000255295.1_ASM25529v1_protein	GCA_000255295.1	ASM25529v1	AFE08686.1	GCA_000255295.1_ASM25529v1_protein|AFE08686.1 TonB system transport protein ExbB/TolQ	Corallococcus coralloides DSM 2259	Corallococcus	coralloides	DSM 2259
GCA_000012685.1_ASM1268v1_protein|ABF92421.1 tonB system transport protein ExbB/TolQ [Myxococcus xanthus DK 1622]	GCA_000012685.1_ASM1268v1_protein	GCA_000012685.1	ASM1268v1	ABF92421.1	GCA_000012685.1_ASM1268v1_protein|ABF92421.1 tonB system transport protein ExbB/TolQ	Myxococcus xanthus DK 1622	Myxococcus	xanthus	DK 1622
GCA_013004105.1_ASM1300410v1_protein|QJR34785.1 flagellar motor protein MotA [Gemmatimonas groenlandica]	GCA_013004105.1_ASM1300410v1_protein	GCA_013004105.1	ASM1300410v1	QJR34785.1	GCA_013004105.1_ASM1300410v1_protein|QJR34785.1 flagellar motor protein MotA	Gemmatimonas groenlandica	Gemmatimonas	groenlandica	
GCA_000010305.1_ASM1030v1_protein|BAH39052.1 putative biopolymer transport protein [Gemmatimonas aurantiaca T-27]	GCA_000010305.1_ASM1030v1_protein	GCA_000010305.1	ASM1030v1	BAH39052.1	GCA_000010305.1_ASM1030v1_protein|BAH39052.1 putative biopolymer transport protein	Gemmatimonas aurantiaca T-27	Gemmatimonas	aurantiaca	T-27
