fullnames	fns	genome_id	assembly_id	gids	desc	taxon	genus	species	strain
KGT87792.1 protoheme IX biogenesis protein [Erwinia typographi]|GCA_000773975.1_ASM77397v1_protein	GCA_000773975.1_ASM77397v1_protein	GCA_000773975.1	ASM77397v1	KGT87792.1	KGT87792.1 protoheme IX biogenesis protein	Erwinia typographi	Erwinia	typographi	
EDR31916.1 conserved hypothetical protein [Yersinia pestis biovar Orientalis str. IP275]|GCA_000168235.2_ASM16823v2_protein	GCA_000168235.2_ASM16823v2_protein	GCA_000168235.2	ASM16823v2	EDR31916.1	EDR31916.1 conserved hypothetical protein	Yersinia pestis biovar Orientalis str. IP275	Yersinia	pestis	biovar Orientalis str. IP275
EEQ09378.1 hypothetical protein ymoll0001_37320 [Yersinia mollaretii ATCC 43969]|GCA_000167995.1_ASM16799v1_protein	GCA_000167995.1_ASM16799v1_protein	GCA_000167995.1	ASM16799v1	EEQ09378.1	EEQ09378.1 hypothetical protein ymoll0001_37320	Yersinia mollaretii ATCC 43969	Yersinia	mollaretii	ATCC 43969
ABV38704.1 twin-arginine translocation protein, TatB subunit [Shewanella sediminis HAW-EB3]|GCA_000018025.1_ASM1802v1_protein	GCA_000018025.1_ASM1802v1_protein	GCA_000018025.1	ASM1802v1	ABV38704.1	ABV38704.1 twin-arginine translocation protein, TatB subunit	Shewanella sediminis HAW-EB3	Shewanella	sediminis	HAW-EB3
AGG29289.1 HemY like protein [Morganella morganii subsp. morganii KT]|GCA_000286435.2_ASM28643v2_protein	GCA_000286435.2_ASM28643v2_protein	GCA_000286435.2	ASM28643v2	AGG29289.1	AGG29289.1 HemY like protein	Morganella morganii subsp. morganii KT	Morganella	morganii	subsp. morganii KT
CAD77107.1 probable serine/threonine protein kinase [Rhodopirellula baltica SH 1]|GCA_000196115.1_ASM19611v1_protein	GCA_000196115.1_ASM19611v1_protein	GCA_000196115.1	ASM19611v1	CAD77107.1	CAD77107.1 probable serine/threonine protein kinase	Rhodopirellula baltica SH 1	Rhodopirellula	baltica	SH 1
EED68462.1 histidine kinase [Comamonas testosteroni KF-1]|GCA_000168855.1_ASM16885v1_protein	GCA_000168855.1_ASM16885v1_protein	GCA_000168855.1	ASM16885v1	EED68462.1	EED68462.1 histidine kinase	Comamonas testosteroni KF-1	Comamonas	testosteroni	KF-1
GHD92081.1 spermidine/putrescine ABC transporter permease [Pseudocitrobacter faecalis]|GCA_014653055.1_ASM1465305v1_protein	GCA_014653055.1_ASM1465305v1_protein	GCA_014653055.1	ASM1465305v1	GHD92081.1	GHD92081.1 spermidine/putrescine ABC transporter permease	Pseudocitrobacter faecalis	Pseudocitrobacter	faecalis	
ACM22412.1 Tripartite ATP-independent periplasmic transporter, DctQ component precursor [Thermotoga neapolitana DSM 4359]|GCA_000018945.1_ASM1894v1_protein	GCA_000018945.1_ASM1894v1_protein	GCA_000018945.1	ASM1894v1	ACM22412.1	ACM22412.1 Tripartite ATP-independent periplasmic transporter, DctQ component precursor	Thermotoga neapolitana DSM 4359	Thermotoga	neapolitana	DSM 4359
ACL74376.1 F0F1 ATP synthase subunit B [Thioalkalivibrio sulfidiphilus HL-EbGr7]|GCA_000021985.1_ASM2198v1_protein	GCA_000021985.1_ASM2198v1_protein	GCA_000021985.1	ASM2198v1	ACL74376.1	ACL74376.1 F0F1 ATP synthase subunit B	Thioalkalivibrio sulfidiphilus HL-EbGr7	Thioalkalivibrio	sulfidiphilus	HL-EbGr7
EEQ09873.1 hypothetical protein ymoll0001_17310 [Yersinia mollaretii ATCC 43969]|GCA_000167995.1_ASM16799v1_protein	GCA_000167995.1_ASM16799v1_protein	GCA_000167995.1	ASM16799v1	EEQ09873.1	EEQ09873.1 hypothetical protein ymoll0001_17310	Yersinia mollaretii ATCC 43969	Yersinia	mollaretii	ATCC 43969
AAC74209.1 spermidine preferential ABC transporter membrane subunit PotB [Escherichia coli str. K-12 substr. MG1655]|GCA_000005845.2_ASM584v2_protein	GCA_000005845.2_ASM584v2_protein	GCA_000005845.2	ASM584v2	AAC74209.1	AAC74209.1 spermidine preferential ABC transporter membrane subunit PotB	Escherichia coli str. K-12 substr. MG1655	Escherichia	coli	str. K-12 substr. MG1655
AAP16634.1 spermidine/putrescine transport system permease [Shigella flexneri 2a str. 2457T]|GCA_000007405.1_ASM740v1_protein	GCA_000007405.1_ASM740v1_protein	GCA_000007405.1	ASM740v1	AAP16634.1	AAP16634.1 spermidine/putrescine transport system permease	Shigella flexneri 2a str. 2457T	Shigella	flexneri	2a str. 2457T
RPH23654.1 spermidine/putrescine ABC transporter permease PotB [Buttiauxella warmboldiae]|GCA_003818135.1_ASM381813v1_protein	GCA_003818135.1_ASM381813v1_protein	GCA_003818135.1	ASM381813v1	RPH23654.1	RPH23654.1 spermidine/putrescine ABC transporter permease PotB	Buttiauxella warmboldiae	Buttiauxella	warmboldiae	
AAS95419.1 conserved hypothetical protein [Desulfovibrio vulgaris str. Hildenborough]|GCA_000195755.1_ASM19575v1_protein	GCA_000195755.1_ASM19575v1_protein	GCA_000195755.1	ASM19575v1	AAS95419.1	AAS95419.1 conserved hypothetical protein	Desulfovibrio vulgaris str. Hildenborough	Desulfovibrio	vulgaris	str. Hildenborough
GAC26376.1 hypothetical protein GMES_4103 [Paraglaciecola mesophila KMM 241]|GCA_000315015.1_ASM31501v1_protein	GCA_000315015.1_ASM31501v1_protein	GCA_000315015.1	ASM31501v1	GAC26376.1	GAC26376.1 hypothetical protein GMES_4103	Paraglaciecola mesophila KMM 241	Paraglaciecola	mesophila	KMM 241
ADP96789.1 isoprenylcysteine carboxyl methyltransferase-like protein [Marinobacter adhaerens HP15]|GCA_000166295.1_ASM16629v1_protein	GCA_000166295.1_ASM16629v1_protein	GCA_000166295.1	ASM16629v1	ADP96789.1	ADP96789.1 isoprenylcysteine carboxyl methyltransferase-like protein	Marinobacter adhaerens HP15	Marinobacter	adhaerens	HP15
AAZ24814.1 hypothetical protein CPS_4376 [Colwellia psychrerythraea 34H]|GCA_000012325.1_ASM1232v1_protein	GCA_000012325.1_ASM1232v1_protein	GCA_000012325.1	ASM1232v1	AAZ24814.1	AAZ24814.1 hypothetical protein CPS_4376	Colwellia psychrerythraea 34H	Colwellia	psychrerythraea	34H
BAD77426.1 hypothetical conserved protein [Geobacillus kaustophilus HTA426]|GCA_000009785.1_ASM978v1_protein	GCA_000009785.1_ASM978v1_protein	GCA_000009785.1	ASM978v1	BAD77426.1	BAD77426.1 hypothetical conserved protein	Geobacillus kaustophilus HTA426	Geobacillus	kaustophilus	HTA426
GAC25546.1 hypothetical protein GMES_3268 [Paraglaciecola mesophila KMM 241]|GCA_000315015.1_ASM31501v1_protein	GCA_000315015.1_ASM31501v1_protein	GCA_000315015.1	ASM31501v1	GAC25546.1	GAC25546.1 hypothetical protein GMES_3268	Paraglaciecola mesophila KMM 241	Paraglaciecola	mesophila	KMM 241
AAU39357.1 putative spermidine/putrescine ABC transporter permease [Bacillus licheniformis DSM 13 = ATCC 14580]|GCA_000008425.1_ASM842v1_protein	GCA_000008425.1_ASM842v1_protein	GCA_000008425.1	ASM842v1	AAU39357.1	AAU39357.1 putative spermidine/putrescine ABC transporter permease	Bacillus licheniformis DSM 13 = ATCC 14580	Bacillus	licheniformis	DSM 13 = ATCC 14580
EHJ05215.1 hypothetical protein KYE_06668 [Marinobacter manganoxydans MnI7-9]|GCA_000235625.2_ASM23562v1_protein	GCA_000235625.2_ASM23562v1_protein	GCA_000235625.2	ASM23562v1	EHJ05215.1	EHJ05215.1 hypothetical protein KYE_06668	Marinobacter manganoxydans MnI7-9	Marinobacter	manganoxydans	MnI7-9
GAK39911.1 hypothetical protein TCA2_2400 [Paenibacillus sp. TCA20]|GCA_000732325.1_ASM73232v1_protein	GCA_000732325.1_ASM73232v1_protein	GCA_000732325.1	ASM73232v1	GAK39911.1	GAK39911.1 hypothetical protein TCA2_2400	Paenibacillus sp. TCA20	Paenibacillus	sp.	TCA20
CBJ45653.1 2-dehydropantoate 2-reductase [Erwinia amylovora ATCC 49946]|GCA_000027205.1_ASM2720v1_protein	GCA_000027205.1_ASM2720v1_protein	GCA_000027205.1	ASM2720v1	CBJ45653.1	CBJ45653.1 2-dehydropantoate 2-reductase	Erwinia amylovora ATCC 49946	Erwinia	amylovora	ATCC 49946
CCQ10890.1 hypothetical protein PALB_17640 [Pseudoalteromonas luteoviolacea B = ATCC 29581]|GCA_000333235.1_ASM33323v1_protein	GCA_000333235.1_ASM33323v1_protein	GCA_000333235.1	ASM33323v1	CCQ10890.1	CCQ10890.1 hypothetical protein PALB_17640	Pseudoalteromonas luteoviolacea B = ATCC 29581	Pseudoalteromonas	luteoviolacea	B = ATCC 29581
AOM41249.1 30S ribosomal protein S20 [Xenorhabdus hominickii]|GCA_001721185.1_ASM172118v1_protein	GCA_001721185.1_ASM172118v1_protein	GCA_001721185.1	ASM172118v1	AOM41249.1	AOM41249.1 30S ribosomal protein S20	Xenorhabdus hominickii	Xenorhabdus	hominickii	
BAD64254.1 conserved hypothetical protein [Alkalihalobacillus clausii KSM-K16]|GCA_000009825.1_ASM982v1_protein	GCA_000009825.1_ASM982v1_protein	GCA_000009825.1	ASM982v1	BAD64254.1	BAD64254.1 conserved hypothetical protein	Alkalihalobacillus clausii KSM-K16	Alkalihalobacillus	clausii	KSM-K16
UXK08243.1 Sec-independent protein translocase protein TatB [Shewanella putrefaciens]|GCA_025402875.1_ASM2540287v1_protein	GCA_025402875.1_ASM2540287v1_protein	GCA_025402875.1	ASM2540287v1	UXK08243.1	UXK08243.1 Sec-independent protein translocase protein TatB	Shewanella putrefaciens	Shewanella	putrefaciens	
ACI20219.1 ATP synthase B' chain, putative [Thermodesulfovibrio yellowstonii DSM 11347]|GCA_000020985.1_ASM2098v1_protein	GCA_000020985.1_ASM2098v1_protein	GCA_000020985.1	ASM2098v1	ACI20219.1	ACI20219.1 ATP synthase B' chain, putative	Thermodesulfovibrio yellowstonii DSM 11347	Thermodesulfovibrio	yellowstonii	DSM 11347
KOQ98686.1 spermidine/putrescine ABC transporter permease [Pluralibacter gergoviae]|GCA_001276415.1_ASM127641v1_protein	GCA_001276415.1_ASM127641v1_protein	GCA_001276415.1	ASM127641v1	KOQ98686.1	KOQ98686.1 spermidine/putrescine ABC transporter permease	Pluralibacter gergoviae	Pluralibacter	gergoviae	
GHD97449.1 protein HemY [Pseudocitrobacter faecalis]|GCA_014653055.1_ASM1465305v1_protein	GCA_014653055.1_ASM1465305v1_protein	GCA_014653055.1	ASM1465305v1	GHD97449.1	GHD97449.1 protein HemY	Pseudocitrobacter faecalis	Pseudocitrobacter	faecalis	
AAD35447.1 mazG-related protein [Thermotoga maritima MSB8]|GCA_000008545.1_ASM854v1_protein	GCA_000008545.1_ASM854v1_protein	GCA_000008545.1	ASM854v1	AAD35447.1	AAD35447.1 mazG-related protein	Thermotoga maritima MSB8	Thermotoga	maritima	MSB8
ACT14190.1 conserved hypothetical protein [Pectobacterium carotovorum subsp. carotovorum PC1]|GCA_000023605.1_ASM2360v1_protein	GCA_000023605.1_ASM2360v1_protein	GCA_000023605.1	ASM2360v1	ACT14190.1	ACT14190.1 conserved hypothetical protein	Pectobacterium carotovorum subsp. carotovorum PC1	Pectobacterium	carotovorum	subsp. carotovorum PC1
ABS63713.1 conserved hypothetical protein [Parvibaculum lavamentivorans DS-1]|GCA_000017565.1_ASM1756v1_protein	GCA_000017565.1_ASM1756v1_protein	GCA_000017565.1	ASM1756v1	ABS63713.1	ABS63713.1 conserved hypothetical protein	Parvibaculum lavamentivorans DS-1	Parvibaculum	lavamentivorans	DS-1
AOU49252.1 succinylglutamate-semialdehyde dehydrogenase [Legionella pneumophila]|GCA_001753085.1_ASM175308v1_protein	GCA_001753085.1_ASM175308v1_protein	GCA_001753085.1	ASM175308v1	AOU49252.1	AOU49252.1 succinylglutamate-semialdehyde dehydrogenase	Legionella pneumophila	Legionella	pneumophila	
ARU96933.1 hypothetical protein A7K99_03235 [Tatumella citrea]|GCA_002163605.1_ASM216360v1_protein	GCA_002163605.1_ASM216360v1_protein	GCA_002163605.1	ASM216360v1	ARU96933.1	ARU96933.1 hypothetical protein A7K99_03235	Tatumella citrea	Tatumella	citrea	
AKS89936.1 hemY family protein [Yersinia pestis 8787]|GCA_001188755.1_ASM118875v1_protein	GCA_001188755.1_ASM118875v1_protein	GCA_001188755.1	ASM118875v1	AKS89936.1	AKS89936.1 hemY family protein	Yersinia pestis 8787	Yersinia	pestis	8787
EDR31554.1 hemY protein [Yersinia pestis biovar Orientalis str. IP275]|GCA_000168235.2_ASM16823v2_protein	GCA_000168235.2_ASM16823v2_protein	GCA_000168235.2	ASM16823v2	EDR31554.1	EDR31554.1 hemY protein	Yersinia pestis biovar Orientalis str. IP275	Yersinia	pestis	biovar Orientalis str. IP275
KIU35518.1 spermidine/putrescine ABC transporter permease [Atlantibacter hermannii]|GCA_000878365.1_ASM87836v1_protein	GCA_000878365.1_ASM87836v1_protein	GCA_000878365.1	ASM87836v1	KIU35518.1	KIU35518.1 spermidine/putrescine ABC transporter permease	Atlantibacter hermannii	Atlantibacter	hermannii	
AAK87950.1 two component sensor kinase [Agrobacterium fabrum str. C58]|GCA_000092025.1_ASM9202v1_protein	GCA_000092025.1_ASM9202v1_protein	GCA_000092025.1	ASM9202v1	AAK87950.1	AAK87950.1 two component sensor kinase	Agrobacterium fabrum str. C58	Agrobacterium	fabrum	str. C58
ABA59381.1 Acriflavin resistance protein [Nitrosococcus oceani ATCC 19707]|GCA_000012805.1_ASM1280v1_protein	GCA_000012805.1_ASM1280v1_protein	GCA_000012805.1	ASM1280v1	ABA59381.1	ABA59381.1 Acriflavin resistance protein	Nitrosococcus oceani ATCC 19707	Nitrosococcus	oceani	ATCC 19707
AAS11483.1 lipoprotein, putative [Treponema denticola ATCC 35405]|GCA_000008185.1_ASM818v1_protein	GCA_000008185.1_ASM818v1_protein	GCA_000008185.1	ASM818v1	AAS11483.1	AAS11483.1 lipoprotein, putative	Treponema denticola ATCC 35405	Treponema	denticola	ATCC 35405
AAS81373.1 SSU ribosomal protein S20P [Thermus thermophilus HB27]|GCA_000008125.1_ASM812v1_protein	GCA_000008125.1_ASM812v1_protein	GCA_000008125.1	ASM812v1	AAS81373.1	AAS81373.1 SSU ribosomal protein S20P	Thermus thermophilus HB27	Thermus	thermophilus	HB27
EAS78417.1 ATPase involved in chromosome partitioning [Vibrio alginolyticus 12G01]|GCA_000153505.1_ASM15350v1_protein	GCA_000153505.1_ASM15350v1_protein	GCA_000153505.1	ASM15350v1	EAS78417.1	EAS78417.1 ATPase involved in chromosome partitioning	Vibrio alginolyticus 12G01	Vibrio	alginolyticus	12G01
AAK88044.1 conserved hypothetical protein [Agrobacterium fabrum str. C58]|GCA_000092025.1_ASM9202v1_protein	GCA_000092025.1_ASM9202v1_protein	GCA_000092025.1	ASM9202v1	AAK88044.1	AAK88044.1 conserved hypothetical protein	Agrobacterium fabrum str. C58	Agrobacterium	fabrum	str. C58
ABK43423.1 hypothetical protein Mmc1_0904 [Magnetococcus marinus MC-1]|GCA_000014865.1_ASM1486v1_protein	GCA_000014865.1_ASM1486v1_protein	GCA_000014865.1	ASM1486v1	ABK43423.1	ABK43423.1 hypothetical protein Mmc1_0904	Magnetococcus marinus MC-1	Magnetococcus	marinus	MC-1
ADC49432.1 ATP synthase b-subunit [Alkalihalophilus pseudofirmus OF4]|GCA_000005825.2_ASM582v2_protein	GCA_000005825.2_ASM582v2_protein	GCA_000005825.2	ASM582v2	ADC49432.1	ADC49432.1 ATP synthase b-subunit	Alkalihalophilus pseudofirmus OF4	Alkalihalophilus	pseudofirmus	OF4
BAD65908.1 two-component sensor histidine kinase [Alkalihalobacillus clausii KSM-K16]|GCA_000009825.1_ASM982v1_protein	GCA_000009825.1_ASM982v1_protein	GCA_000009825.1	ASM982v1	BAD65908.1	BAD65908.1 two-component sensor histidine kinase	Alkalihalobacillus clausii KSM-K16	Alkalihalobacillus	clausii	KSM-K16
GAC37114.1 peptidase [Paraglaciecola psychrophila 170]|GCA_000315075.1_ASM31507v1_protein	GCA_000315075.1_ASM31507v1_protein	GCA_000315075.1	ASM31507v1	GAC37114.1	GAC37114.1 peptidase	Paraglaciecola psychrophila 170	Paraglaciecola	psychrophila	170
QQS07318.1 MotA/TolQ/ExbB proton channel family protein [Fibrobacteres bacterium]|GCA_016699655.1_ASM1669965v1_protein	GCA_016699655.1_ASM1669965v1_protein	GCA_016699655.1	ASM1669965v1	QQS07318.1	QQS07318.1 MotA/TolQ/ExbB proton channel family protein	Fibrobacteres bacterium	Fibrobacteres	bacterium	
CDK98228.1 putative flagellar motor component [Magnetospirillum gryphiswaldense MSR-1 v2]|GCA_000513295.1_MGMSRv2_protein	GCA_000513295.1_MGMSRv2_protein	GCA_000513295.1	MGMSRv2	CDK98228.1	CDK98228.1 putative flagellar motor component	Magnetospirillum gryphiswaldense MSR-1 v2	Magnetospirillum	gryphiswaldense	MSR-1 v2
AEO48324.1 MotA/TolQ/ExbB proton channel [Rhodospirillum rubrum F11]|GCA_000225955.1_ASM22595v1_protein	GCA_000225955.1_ASM22595v1_protein	GCA_000225955.1	ASM22595v1	AEO48324.1	AEO48324.1 MotA/TolQ/ExbB proton channel	Rhodospirillum rubrum F11	Rhodospirillum	rubrum	F11
QNQ12173.1 MotA/TolQ/ExbB proton channel family protein [Sphingomonas alpina]|GCA_014490665.1_ASM1449066v1_protein	GCA_014490665.1_ASM1449066v1_protein	GCA_014490665.1	ASM1449066v1	QNQ12173.1	QNQ12173.1 MotA/TolQ/ExbB proton channel family protein	Sphingomonas alpina	Sphingomonas	alpina	
UPT73159.1 MotA/TolQ/ExbB proton channel family protein [Elusimicrobia bacterium]|GCA_023213235.1_ASM2321323v1_protein	GCA_023213235.1_ASM2321323v1_protein	GCA_023213235.1	ASM2321323v1	UPT73159.1	UPT73159.1 MotA/TolQ/ExbB proton channel family protein	Elusimicrobia bacterium	Elusimicrobia	bacterium	
AIQ92767.1 MotA/TolQ/ExbB proton channel [Methylobacterium oryzae CBMB20]|GCA_000757795.1_ASM75779v1_protein	GCA_000757795.1_ASM75779v1_protein	GCA_000757795.1	ASM75779v1	AIQ92767.1	AIQ92767.1 MotA/TolQ/ExbB proton channel	Methylobacterium oryzae CBMB20	Methylobacterium	oryzae	CBMB20
ABA04498.1 MotA/TolQ/ExbB proton channel [Nitrobacter winogradskyi Nb-255]|GCA_000012725.1_ASM1272v1_protein	GCA_000012725.1_ASM1272v1_protein	GCA_000012725.1	ASM1272v1	ABA04498.1	ABA04498.1 MotA/TolQ/ExbB proton channel	Nitrobacter winogradskyi Nb-255	Nitrobacter	winogradskyi	Nb-255
AEO47025.1 MotA/TolQ/ExbB proton channel [Rhodospirillum rubrum F11]|GCA_000225955.1_ASM22595v1_protein	GCA_000225955.1_ASM22595v1_protein	GCA_000225955.1	ASM22595v1	AEO47025.1	AEO47025.1 MotA/TolQ/ExbB proton channel	Rhodospirillum rubrum F11	Rhodospirillum	rubrum	F11
APC07901.1 chemotaxis protein PomA [Moorella thermoacetica]|GCA_001874605.1_ASM187460v1_protein	GCA_001874605.1_ASM187460v1_protein	GCA_001874605.1	ASM187460v1	APC07901.1	APC07901.1 chemotaxis protein PomA	Moorella thermoacetica	Moorella	thermoacetica	
ADG94140.1 MotA/TolQ/ExbB proton channel [Arcobacter nitrofigilis DSM 7299]|GCA_000092245.1_ASM9224v1_protein	GCA_000092245.1_ASM9224v1_protein	GCA_000092245.1	ASM9224v1	ADG94140.1	ADG94140.1 MotA/TolQ/ExbB proton channel	Arcobacter nitrofigilis DSM 7299	Arcobacter	nitrofigilis	DSM 7299
QEO41881.1 flagellar motor protein PomA [Vibrio cholerae]|GCA_008369605.1_ASM836960v1_protein	GCA_008369605.1_ASM836960v1_protein	GCA_008369605.1	ASM836960v1	QEO41881.1	QEO41881.1 flagellar motor protein PomA	Vibrio cholerae	Vibrio	cholerae	
BAC58952.1 sodium-driven polar flagellar protein MotA [Vibrio parahaemolyticus RIMD 2210633]|GCA_000196095.1_ASM19609v1_protein	GCA_000196095.1_ASM19609v1_protein	GCA_000196095.1	ASM19609v1	BAC58952.1	BAC58952.1 sodium-driven polar flagellar protein MotA	Vibrio parahaemolyticus RIMD 2210633	Vibrio	parahaemolyticus	RIMD 2210633
QTD53836.1 MotA/TolQ/ExbB proton channel family protein [Sulfidibacter corallicola]|GCA_017498545.1_ASM1749854v1_protein	GCA_017498545.1_ASM1749854v1_protein	GCA_017498545.1	ASM1749854v1	QTD53836.1	QTD53836.1 MotA/TolQ/ExbB proton channel family protein	Sulfidibacter corallicola	Sulfidibacter	corallicola	
ATX82900.1 chemotaxis protein MotA [Mariprofundus ferrinatatus]|GCA_002795825.1_ASM279582v1_protein	GCA_002795825.1_ASM279582v1_protein	GCA_002795825.1	ASM279582v1	ATX82900.1	ATX82900.1 chemotaxis protein MotA	Mariprofundus ferrinatatus	Mariprofundus	ferrinatatus	
ATX78565.1 chemotaxis protein MotA [Mariprofundus aestuarium]|GCA_002795805.1_ASM279580v1_protein	GCA_002795805.1_ASM279580v1_protein	GCA_002795805.1	ASM279580v1	ATX78565.1	ATX78565.1 chemotaxis protein MotA	Mariprofundus aestuarium	Mariprofundus	aestuarium	
ALF47869.1 flagellar motor protein [Campylobacter concisus]|GCA_001298465.1_ASM129846v1_protein	GCA_001298465.1_ASM129846v1_protein	GCA_001298465.1	ASM129846v1	ALF47869.1	ALF47869.1 flagellar motor protein	Campylobacter concisus	Campylobacter	concisus	
ADN09321.1 MotA/TolQ/ExbB proton channel [Sulfurimonas autotrophica DSM 16294]|GCA_000147355.1_ASM14735v1_protein	GCA_000147355.1_ASM14735v1_protein	GCA_000147355.1	ASM14735v1	ADN09321.1	ADN09321.1 MotA/TolQ/ExbB proton channel	Sulfurimonas autotrophica DSM 16294	Sulfurimonas	autotrophica	DSM 16294
USF23676.1 Chemotaxis protein PomA [Mucispirillum schaedleri ASF457]|GCA_000487995.2_ASM48799v2_protein	GCA_000487995.2_ASM48799v2_protein	GCA_000487995.2	ASM48799v2	USF23676.1	USF23676.1 Chemotaxis protein PomA	Mucispirillum schaedleri ASF457	Mucispirillum	schaedleri	ASF457
QAR32385.1 motility protein A [Geovibrio thiophilus]|GCA_004087915.1_ASM408791v1_protein	GCA_004087915.1_ASM408791v1_protein	GCA_004087915.1	ASM408791v1	QAR32385.1	QAR32385.1 motility protein A	Geovibrio thiophilus	Geovibrio	thiophilus	
ADD67090.1 MotA/TolQ/ExbB proton channel [Denitrovibrio acetiphilus DSM 12809]|GCA_000025725.1_ASM2572v1_protein	GCA_000025725.1_ASM2572v1_protein	GCA_000025725.1	ASM2572v1	ADD67090.1	ADD67090.1 MotA/TolQ/ExbB proton channel	Denitrovibrio acetiphilus DSM 12809	Denitrovibrio	acetiphilus	DSM 12809
ATO49114.1 chemotaxis protein [Brevibacillus laterosporus DSM 25]|GCA_002706795.1_ASM270679v1_protein	GCA_002706795.1_ASM270679v1_protein	GCA_002706795.1	ASM270679v1	ATO49114.1	ATO49114.1 chemotaxis protein	Brevibacillus laterosporus DSM 25	Brevibacillus	laterosporus	DSM 25
CAL34488.1 putative flagellar motor proton channel [Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819]|GCA_000009085.1_ASM908v1_protein	GCA_000009085.1_ASM908v1_protein	GCA_000009085.1	ASM908v1	CAL34488.1	CAL34488.1 putative flagellar motor proton channel	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819	Campylobacter	jejuni	subsp. jejuni NCTC 11168 = ATCC 700819
