assembly	organism	refAccession	refStart	refEnd	refStrand	refDesc	senseMinusThreeAccession	senseMinusThreeStart	senseMinusThreeEnd	senseMinusThreeStrand	senseMinusThreeDesc	senseMinusTwoAccession	senseMinusTwoStart	senseMinusTwoEnd	senseMinusTwoStrand	senseMinusTwoDesc	senseMinusOneAccession	senseMinusOneStart	senseMinusOneEnd	senseMinusOneStrand	senseMinusOneDesc	sensePlusOneAccession	sensePlusOneStart	sensePlusOneEnd	sensePlusOneStrand	sensePlusOneDesc	sensePlusTwoAccession	sensePlusTwoStart	sensePlusTwoEnd	sensePlusTwoStrand	sensePlusTwoDesc	sensePlusThreeAccession	sensePlusThreeStart	sensePlusThreeEnd	sensePlusThreeStrand	sensePlusThreeDesc	antisenseMinusThreeAccession	antisenseMinusThreeStart	antisenseMinusThreeEnd	antisenseMinusThreeStrand	antisenseMinusThreeDesc	antisenseMinusTwoAccession	antisenseMinusTwoStart	antisenseMinusTwoEnd	antisenseMinusTwoStrand	antisenseMinusTwoDesc	antisenseMinusOneAccession	antisenseMinusOneStart	antisenseMinusOneEnd	antisenseMinusOneStrand	antisenseMinusOneDesc	antisensePlusOneAccession	antisensePlusOneStart	antisensePlusOneEnd	antisensePlusOneStrand	antisensePlusOneDesc	antisensePlusTwoAccession	antisensePlusTwoStart	antisensePlusTwoEnd	antisensePlusTwoStrand	antisensePlusTwoDesc	antisensePlusThreeAccession	antisensePlusThreeStart	antisensePlusThreeEnd	antisensePlusThreeStrand	antisensePlusThreeDesc
GCA_002795805.1_ASM279580v1	Mariprofundus aestuarium (proteobacteria)	ATX79248	820685	821314	+	outer membrane transport energization protein ExbB	ATX79247	818214	820445	+	iron complex outermembrane recepter protein	ATX79246	817400	817945	+	"two-component system, response regulator RegA"	ATX79245	816093	817397	+	"two-component system, sensor histidine kinase RegB"	ATX79249	821304	821714	+	outer membrane transport energization protein ExbD	ATX79250	821716	822402	+	protein TonB	ATX79251	822557	822727	+	hypothetical protein	ATX79279	849616	850326	-	hypothetical protein	ATX79278	848691	849455	-	monofunctional biosynthetic peptidoglycan transglycosylase	ATX79257	827932	829587	-	Tetratricopeptide repeat-containing protein	ATX79239	809386	809850	-	"L,D-transpeptidase catalytic domain"	ATX79230	799672	800040	-	"two-component system, sensor histidine kinase ChiS"	ATX79229	796634	799675	-	diguanylate cyclase (GGDEF) domain-containing protein
GCA_002795805.1_ASM279580v1	Mariprofundus aestuarium (proteobacteria)	ATX79746	1340732	1341421	+	Cell division and transport-associated protein TolQ	ATX79745	1340304	1340735	+	acyl-CoA thioester hydrolase	ATX79744	1339276	1340307	+	Holliday junction DNA helicase subunit RuvB	ATX79743	1338695	1339264	+	Holliday junction DNA helicase subunit RuvA	ATX79747	1341427	1341843	+	Cell division and transport-associated protein TolR	ATX79748	1341821	1342618	+	TonB family C-terminal domain-containing protein	ATX79749	1342694	1343113	+	hypothetical protein	ATX79753	1345208	1347826	-	Ca2+-transporting ATPase	ATX79752	1344599	1344751	-	hypothetical protein	ATX79751	1343397	1344602	-	SH3 domain-containing protein	ATX79737	1332794	1333963	-	glycine oxidase	ATX79732	1328612	1329250	-	Phage integrase family protein	ATX79731	1328067	1328471	-	hypothetical protein
GCA_002795805.1_ASM279580v1	Mariprofundus aestuarium (proteobacteria)	ATX80498	2131117	2131725	-	biopolymer transport protein ExbB	ATX80501	2133779	2135407	-	phosphoglycerate mutase	ATX80500	2132973	2133662	-	protein of unknown function (DUF4126)	ATX80499	2131959	2132402	-	competence protein ComEC	ATX80497	2130701	2131120	-	biopolymer transport protein ExbD/biopolymer transport protein TolR	ATX80496	2129475	2130701	-	aspartate kinase	ATX80495	2129230	2129412	-	"carbon storage regulator, CsrA"	ATX80490	2124641	2125216	+	XTP/dITP diphosphohydrolase	ATX80489	2123909	2124625	+	RNAse PH	ATX80488	2123175	2123891	+	thiol:disulfide interchange protein DsbC	ATX80503	2136939	2138792	+	"sodium/proton antiporter, CPA1 family"	ATX80504	2138799	2139713	+	glutamyl-Q tRNA(Asp) synthetase	ATX80505	2139833	2140738	+	cysteine synthase B
GCA_002795825.1_ASM279582v1	Mariprofundus ferrinatatus (proteobacteria)	ATX81215	340120	340728	+	biopolymer transport protein ExbB	ATX81214	337523	339913	+	competence protein ComEC	ATX81213	336287	337459	+	diaminohydroxyphosphoribosylaminopyrimidine deaminase	ATX81211	334174	335448	+	O-acetylhomoserine sulfhydrylase	ATX81216	340725	341144	+	biopolymer transport protein ExbD/biopolymer transport protein TolR	ATX81217	341144	342370	+	aspartate kinase	ATX81218	342432	342614	+	"carbon storage regulator, CsrA"	ATX81223	346468	347184	-	RNAse PH	ATX81222	345881	346465	-	XTP/dITP diphosphohydrolase	ATX81221	345271	345753	-	"uracil-DNA glycosylase, family 4"	ATX81212	335504	336268	-	hypothetical protein	ATX81209	330182	332956	-	DNA polymerase I	ATX81208	329530	330165	-	Protein of unknown function (DUF2726)
GCA_002795825.1_ASM279582v1	Mariprofundus ferrinatatus (proteobacteria)	ATX81939	1089197	1089886	-	Cell division and transport-associated protein TolQ	ATX81942	1091351	1091917	-	Holliday junction DNA helicase subunit RuvA	ATX81941	1090311	1091351	-	Holliday junction DNA helicase subunit RuvB	ATX81940	1089883	1090314	-	acyl-CoA thioester hydrolase	ATX81938	1088774	1089190	-	Cell division and transport-associated protein TolR	ATX81937	1087996	1088796	-	TonB family C-terminal domain-containing protein	ATX81936	1087294	1087911	-	hypothetical protein	ATX81935	1086114	1087226	+	SH3 domain-containing protein	ATX81928	1075750	1076469	+	Rubrerythrin	ATX81926	1074520	1075212	+	TrkA-C domain-containing protein	ATX81948	1096764	1097930	+	glycine oxidase	ATX81955	1104073	1104609	+	putative lipoprotein	ATX81957	1106480	1107364	+	cobalt-zinc-cadmium efflux system protein
GCA_002795825.1_ASM279582v1	Mariprofundus ferrinatatus (proteobacteria)	ATX82358	1531175	1531804	-	outer membrane transport energization protein ExbB	ATX82362	1534636	1535136	-	twin-arginine translocation signal/Cys-rich four helix bundle protein	ATX82361	1532851	1534164	-	"two-component system, sensor histidine kinase RegB"	ATX82360	1532302	1532847	-	"two-component system, response regulator RegA"	ATX82357	1530778	1531185	-	outer membrane transport energization protein ExbD	ATX82356	1530100	1530774	-	outer membrane transport energization protein TonB	ATX82355	1527838	1530060	-	iron complex outermembrane recepter protein	ATX82331	1506052	1506792	+	monofunctional biosynthetic peptidoglycan transglycosylase	ATX82330	1505203	1505916	+	hypothetical protein	ATX82318	1493838	1495226	+	primary replicative DNA helicase	ATX82359	1532036	1532263	+	hypothetical protein	ATX82368	1541189	1541653	+	"L,D-transpeptidase catalytic domain"	ATX82374	1544266	1544634	+	"two-component system, NtrC family, response regulator PilR"
GCA_002795825.1_ASM279582v1	Mariprofundus ferrinatatus (proteobacteria)	ATX82900	2079716	2080480	+	chemotaxis protein MotA	ATX82899	2078203	2079591	+	flagellar hook protein FlgE	ATX82898	2077505	2078164	+	flagellar basal-body rod modification protein FlgD	ATX82897	2075388	2077484	+	Flagellar hook-length control protein FliK	ATX82901	2080487	2081263	+	chemotaxis protein MotB	ATX82902	2081268	2082008	+	chemotaxis protein MotB	ATX82903	2082042	2082560	+	flagellar FliL protein	ATX82911	2088313	2088798	-	Response regulator receiver domain-containing protein	ATX82910	2086729	2088303	-	"HD-GYP domain, c-di-GMP phosphodiesterase class II (or its inactivated variant)"	ATX82909	2086076	2086690	-	PilZ domain-containing protein	ATX82896	2075062	2075298	-	hypothetical protein	ATX82882	2059861	2061471	-	2Fe-2S iron-sulfur cluster binding domain-containing protein	ATX82881	2059152	2059817	-	Methanogenic corrinoid protein MtbC1
GCA_002795825.1_ASM279582v1	Mariprofundus ferrinatatus (proteobacteria)	ATX82928	2104293	2105141	+	chemotaxis protein MotA	ATX82908	2085132	2085935	+	tol-pal system protein YbgF	ATX82907	2084215	2084967	+	flagellar biosynthetic protein FliP	ATX82906	2083922	2084218	+	flagellar biosynthetic protein FliO	ATX82929	2105141	2105899	+	chemotaxis protein MotB	ATX82931	2107438	2107803	+	flagellar biosynthetic protein FliQ	ATX82932	2107805	2108587	+	flagellar biosynthetic protein FliR	ATX82958	2126906	2127307	-	flagellar protein FliS	ATX82957	2126589	2126906	-	hypothetical protein	ATX82930	2105957	2107351	-	"DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains"	ATX82927	2102717	2104117	-	Adenylate and Guanylate cyclase catalytic domain-containing protein	ATX82926	2102559	2102720	-	hypothetical protein	ATX82925	2101733	2102491	-	hypothetical protein
GCA_002998355.1_ASM299835v1	Victivallales bacterium CCUG 44730 (bacteria)	AVM45096	2571110	2571520	+	protein TolR	AVM45096	2570317	2571108	+	hypothetical protein	AVM45090	2563966	2564430	+	hypothetical protein	AVM45088	2562304	2563455	+	hypothetical protein	AVM45098	2571521	2572453	+	hypothetical protein	AVM45103	2578495	2579586	+	hypothetical protein	AVM45104	2579627	2583031	+	hypothetical protein	AVM45101	2576332	2577093	-	hypothetical protein	AVM45100	2574024	2576495	-	hypothetical protein	AVM45099	2572540	2574027	-	hypothetical protein	AVM45095	2569214	2570242	-	hypothetical protein	AVM45094	2568205	2569188	-	sugar kinase	AVM45093	2567584	2568204	-	hypothetical protein
GCA_002998355.1_ASM299835v1	Victivallales bacterium CCUG 44730 (bacteria)	AVM45415	2970553	2971020	+	hypothetical protein	AVM45415	2969913	2970560	+	biopolymer transporter ExbB	AVM45414	2967404	2969911	+	hypothetical protein	AVM45413	2966295	2967386	+	recombinase RecA	AVM45417	2971047	2971784	+	hypothetical protein	AVM45418	2971781	2972026	+	hypothetical protein	AVM45419	2972041	2972442	+	hypothetical protein	AVM45422	2975377	2976138	-	hypothetical protein	AVM45421	2974003	2975349	-	hypothetical protein	AVM45420	2972463	2973980	-	sodium:solute symporter	AVM45411	2962976	2963614	-	phosphatidate cytidylyltransferase	AVM45408	2960814	2961791	-	riboflavin biosynthesis protein RibF	AVM45407	2959698	2960765	-	hypothetical protein
GCA_003019675.1_ASM301967v1	Fusobacterium ulcerans (fusobacteria)	AVQ28424	2184841	2185278	+	biopolymer transporter ExbD	AVQ28424	2184221	2184832	+	MotA/TolQ/ExbB proton channel family protein	AVQ28423	2183842	2184183	+	hypothetical protein	AVQ28422	2180993	2183845	+	tetratricopeptide repeat protein	AVQ28426	2185289	2186224	+	energy transducer TonB	AVQ28427	2186242	2187633	+	sigma-54-dependent Fis family transcriptional regulator	AVQ28428	2187640	2189094	+	DNA polymerase III subunit gamma/tau	AVQ28434	2196228	2197376	-	ROK family transcriptional regulator	AVQ28433	2194817	2196235	-	DUF4976 domain-containing protein	AVQ28432	2193097	2194788	-	solute:sodium symporter family transporter	AVQ28406	2164265	2165662	-	sensor histidine kinase	AVQ28405	2163634	2164275	-	DNA-binding response regulator	AVQ28403	2161036	2161974	-	transcriptional regulator
GCA_003019675.1_ASM301967v1	Fusobacterium ulcerans (fusobacteria)	AVQ29260	3168350	3168745	+	biopolymer transporter ExbD	AVQ29260	3167727	3168347	+	MotA/TolQ/ExbB proton channel family protein	AVQ29259	3167193	3167699	+	flavodoxin	AVQ29248	3153986	3154348	+	DUF454 domain-containing protein	AVQ29262	3168763	3169500	+	energy transducer TonB	AVQ29264	3171400	3171792	+	hypothetical protein	AVQ29271	3178809	3179255	+	hypothetical protein	AVQ29266	3173265	3174035	-	methyltransferase	AVQ29265	3171977	3173263	-	DUF2338 domain-containing protein	AVQ29263	3169571	3171022	-	PTS glucose transporter subunit IIBC	AVQ29258	3165706	3166974	-	radical SAM protein	AVQ29257	3163566	3165659	-	TonB-dependent receptor	AVQ29256	3162572	3163543	-	iron ABC transporter permease
GCA_003019675.1_ASM301967v1	Fusobacterium ulcerans (fusobacteria)	AVQ29523	3437639	3438418	-	ABC transporter ATP-binding protein	AVQ29528	3442150	3442902	-	DUF4261 domain-containing protein	AVQ29526	3439408	3440310	-	iron ABC transporter	AVQ29525	3438420	3439421	-	iron ABC transporter permease	AVQ29523	3436478	3437107	-	MotA/TolQ/ExbB proton channel family protein	AVQ29522	3436071	3436481	-	biopolymer transporter ExbD	AVQ29521	3435366	3436055	-	energy transducer TonB	AVQ29517	3432731	3433261	+	hypothetical protein	AVQ29516	3430677	3432710	+	TonB-dependent receptor	AVQ29514	3427267	3429246	+	TonB-dependent receptor	AVQ29527	3441054	3441992	+	sirohydrochlorin cobaltochelatase	AVQ29530	3446957	3448126	+	IS110 family transposase	AVQ29532	3450221	3450934	+	sulfite exporter TauE/SafE family protein
GCA_003076575.1_ASM307657v1	Treponema pallidum subsp. pertenue (yaws treponeme)	AWG41586	792941	793720	-	Mot family proton (H+) or sodium (Na+) transporter MotA	AWG41589	795453	795914	-	flagellar basal body rod modification protein FlgD	AWG41588	793991	795382	-	flagellar hook protein FlgE	AWG41587	793736	793933	-	flagellar protein FlbD	AWG41585	792219	792935	-	Mot family proton (H+) or sodium (Na+) transporter MotB	AWG41584	791561	792109	-	flagellar basal body-associated protein FliL	AWG41583	790505	791539	-	flagellar motor switch protein FliM	AWG41573	780737	781309	+	hypothetical protein	AWG41572	778730	780700	+	hypothetical protein	AWG41571	777933	778721	+	DNA-directed RNA polymerase sigma subunit WhiG	AWG41591	797602	798699	+	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	AWG41592	798773	799393	+	ADP-ribose diphosphatase	AWG41594	800438	801097	+	hypothetical protein
GCA_003096195.1_ASM309619v1	Ereboglobus luteus (verrucomicrobia)	AWI08418	899355	900038	+	flagellar motor protein MotA	AWI08416	894503	897298	+	hypothetical protein	AWI08413	888555	890402	+	hypothetical protein	AWI08412	887252	888412	+	hypothetical protein	AWI08419	899965	900636	+	hypothetical protein	AWI08420	900637	901440	+	hypothetical protein	AWI08421	901489	901929	+	hypothetical protein	AWI08425	906243	908036	-	glutamine--tRNA ligase	AWI08424	904740	906017	-	hypothetical protein	AWI08423	903543	904298	-	hypothetical protein	AWI08417	897355	899175	-	ABC transporter ATP-binding protein	AWI10485	893725	894504	-	histidinol-phosphatase	AWI08415	891307	893640	-	sodium:proton exchanger
GCA_003096195.1_ASM309619v1	Ereboglobus luteus (verrucomicrobia)	AWI08882	1650270	1650950	+	flagellar motor protein MotA	AWI08881	1647058	1649259	+	hypothetical protein	AWI08879	1643722	1645974	+	hypothetical protein	AWI08878	1642267	1643376	+	hypothetical protein	AWI08883	1651048	1651491	+	biopolymer transporter ExbD	AWI08884	1651520	1651972	+	hypothetical protein	AWI08885	1651991	1652692	+	hypothetical protein	AWI08891	1660795	1661169	-	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	AWI10548	1657031	1658197	-	colanic acid biosynthesis glycosyltransferase WcaL	AWI08890	1655976	1657034	-	hypothetical protein	AWI08880	1646002	1646709	-	hypothetical protein	AWI10547	1639843	1640889	-	type I glyceraldehyde-3-phosphate dehydrogenase	AWI08876	1638032	1639276	-	phosphoglycerate kinase
GCA_003258315.1_ASM325831v1	Bradymonas sediminis (d-proteobacteria)	AWV88047	355287	355811	-	hypothetical protein	AWV88054	364532	366151	-	hypothetical protein	AWV88053	360468	364301	-	hypothetical protein	AWV88051	358041	359192	-	hypothetical protein	AWV88047	354577	355284	-	MotA/TolQ/ExbB proton channel family protein	AWV88046	354122	354580	-	hypothetical protein	AWV88045	353482	354000	-	hypothetical protein	AWV88041	347271	348257	+	hypothetical protein	AWV88040	344805	347123	+	xanthine dehydrogenase	AWV88039	343261	344751	+	(2Fe-2S)-binding protein	AWV88049	356208	356957	+	hypothetical protein	AWV88050	357096	357947	+	DUF547 domain-containing protein	AWV88052	359534	359956	+	hypothetical protein
GCA_003258315.1_ASM325831v1	Bradymonas sediminis (d-proteobacteria)	AWV88602	1155762	1156277	+	protein TolR	AWV88602	1154964	1155713	+	flagellar motor protein MotA	AWV88597	1147062	1148996	+	hypothetical protein	AWV91353	1132244	1134139	+	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	AWV88604	1156287	1157120	+	hypothetical protein	AWV88605	1157187	1158569	+	translocation protein TolB	AWV88606	1158632	1159351	+	hypothetical protein	AWV88618	1172126	1174507	-	hypothetical protein	AWV88612	1163376	1163954	-	tRNA-(ms[2]io[6]A)-hydroxylase	AWV88608	1160819	1161676	-	ion transporter	AWV88601	1153234	1153644	-	IS200/IS605 family transposase	AWV88600	1151050	1152227	-	IS3 family transposase	AWV88599	1150760	1150999	-	hypothetical protein
GCA_003258315.1_ASM325831v1	Bradymonas sediminis (d-proteobacteria)	AWV89332	2177086	2178072	+	hypothetical protein	AWV89328	2172361	2173770	+	hypothetical protein	AWV89322	2166128	2168095	+	hypothetical protein	AWV89319	2162290	2163057	+	hypothetical protein	AWV89334	2178614	2179045	+	hypothetical protein	AWV89335	2179303	2180316	+	hypothetical protein	AWV91387	2180404	2181819	+	pyruvate kinase	AWV89339	2186001	2187356	-	aminomethyl-transferring glycine dehydrogenase subunit GcvPA	AWV89337	2183132	2184532	-	glucose-6-phosphate isomerase	AWV89336	2181921	2182889	-	GGDEF domain-containing protein	AWV89332	2176192	2176863	-	MotA/TolQ/ExbB proton channel family protein	AWV89331	2175681	2176121	-	biopolymer transporter ExbD	AWV89330	2174713	2175684	-	hypothetical protein
GCA_003258315.1_ASM325831v1	Bradymonas sediminis (d-proteobacteria)	AWV89461	2353609	2354193	+	hypothetical protein	AWV89461	2352878	2353516	+	MotA/TolQ/ExbB proton channel family protein	AWV89460	2350757	2352670	+	hypothetical protein	AWV89459	2349993	2350673	+	hypothetical protein	AWV89463	2354190	2354669	+	hypothetical protein	AWV89464	2354666	2355088	+	hypothetical protein	AWV89465	2355097	2357979	+	hypothetical protein	AWV89470	2362247	2363845	-	CTP synthetase	AWV89468	2360639	2360926	-	hypothetical protein	AWV89467	2358689	2360557	-	hypothetical protein	AWV89458	2349065	2349523	-	preprotein translocase subunit SecG	AWV89457	2348046	2348900	-	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"	AWV89456	2346932	2347897	-	hypothetical protein
GCA_003258315.1_ASM325831v1	Bradymonas sediminis (d-proteobacteria)	AWV89791	2858878	2859069	-	hypothetical protein	AWV89795	2864295	2866637	-	hypothetical protein	AWV89794	2860603	2864220	-	hypothetical protein	AWV89793	2859257	2860606	-	hypothetical protein	AWV89791	2858012	2858650	-	MotA/TolQ/ExbB proton channel family protein	AWV89790	2857211	2857876	-	hypothetical protein	AWV89789	2856567	2857160	-	hypothetical protein	AWV89784	2851070	2852032	+	bifunctional riboflavin kinase/FAD synthetase	AWV89780	2843785	2845626	+	hypothetical protein	AWV89779	2840112	2840660	+	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	AWV89797	2868056	2869864	+	DNA polymerase/3'-5' exonuclease PolX	AWV89798	2870027	2871802	+	hypothetical protein	AWV89799	2871847	2873145	+	hypothetical protein
GCA_004087915.1_ASM408791v1	Geovibrio thiophilus (bacteria)	QAR32385	602127	602891	+	motility protein A	QAR32384	599026	601857	+	flagellar hook-basal body complex protein	QAR32383	598280	598969	+	hypothetical protein	QAR32382	597132	598265	+	flagellar hook-length control protein FliK	QAR32386	602944	603690	+	flagellar motor protein MotB	QAR32387	603690	604211	+	flagellar basal body protein FliL	QAR32388	604222	604503	+	FliM/FliN family flagellar motor switch protein	QAR32400	614237	616396	-	PAS domain S-box protein	QAR32394	607732	608988	-	HD-GYP domain-containing protein	QAR32392	606311	607081	-	glutamate racemase	QAR32372	587671	588780	-	PAS domain-containing sensor histidine kinase	QAR32371	585085	587574	-	choice-of-anchor D domain-containing protein	QAR32367	582450	582875	-	diguanylate cyclase
GCA_004087915.1_ASM408791v1	Geovibrio thiophilus (bacteria)	QAR32927	1221161	1221784	+	MotA/TolQ/ExbB proton channel family protein	QAR32926	1217973	1220633	+	hypothetical protein	QAR32925	1217097	1217864	+	5'/3'-nucleotidase SurE	QAR32924	1216143	1216988	+	ModD protein	QAR32928	1221781	1222182	+	biopolymer transporter ExbD	QAR32929	1222185	1222898	+	hypothetical protein	QAR32930	1222898	1224025	+	SAM-dependent methyltransferase	QAR32933	1226388	1227872	-	monovalent cation/H+ antiporter subunit D family protein	QAR32932	1225984	1226235	-	hypothetical protein	QAR32931	1224207	1225991	-	Na(+)/H(+) antiporter subunit D	QAR32914	1205180	1206505	-	diguanylate cyclase	QAR32913	1204367	1205071	-	cell division ATP-binding protein FtsE	QAR32912	1203484	1204377	-	hypothetical protein
GCA_004087915.1_ASM408791v1	Geovibrio thiophilus (bacteria)	QAR33430	1789817	1790428	-	MotA/TolQ/ExbB proton channel family protein	QAR33433	1791841	1792677	-	iron ABC transporter substrate-binding protein	QAR33432	1791129	1791848	-	uroporphyrinogen-III C-methyltransferase	QAR33431	1790615	1791139	-	"cob(I)yrinic acid a,c-diamide adenosyltransferase"	QAR33429	1789420	1789824	-	biopolymer transporter ExbD	QAR33428	1788738	1789427	-	energy transducer TonB	QAR33427	1786646	1788673	-	TonB-dependent receptor	QAR33417	1777425	1778162	+	formylglycine-generating enzyme family protein	QAR33416	1776916	1777410	+	hypothetical protein	QAR33415	1776176	1776919	+	formylglycine-generating enzyme family protein	QAR33438	1797123	1798103	+	cobalamin biosynthesis protein CbiD	QAR33439	1798096	1798704	+	"precorrin-6y C5,15-methyltransferase (decarboxylating) subunit CbiE"	QAR33440	1798705	1799457	+	precorrin-4 C(11)-methyltransferase
